Heading,Text,Page
"Unclassified","AP_JTAG_TCKJTAG_TCK",3
"Unclassified","AP_JTAG_TMS",3
"Unclassified","AP_MCU_SCL_1P8",3
"Unclassified","AP_MCU_SDA_1P8",3
"Unclassified","AP_THM",3
"Unclassified","AP_UART_RXD",3
"Unclassified","AP_UART_TXD",3
"Unclassified","AP_USB_BOOT",3
"Unclassified","AP_USB_BOOT_A",3
"Unclassified","AP_USB_BOOT_B",3
"Unclassified","AP_USB_BOOT_INP",3
"Unclassified","AR1",2
"Unclassified","AR10",5
"Unclassified","AR11",6
"Unclassified","AR12",5
"Unclassified","AR13",6
"Unclassified","AR14",5
"Unclassified","AR15",6
"Unclassified","AR16",5
"Unclassified","AR17",4
"Unclassified","AR18",5
"Unclassified","AR19",4
"Unclassified","AR2",2
"Unclassified","AR20",4
"Unclassified","AR21",3
"Unclassified","AR22",5
"Unclassified","AR23",6
"Unclassified","AR24",5
"Unclassified","AR25",6
"Unclassified","AR26",5
"Unclassified","AR27",6
"Unclassified","AR3",2
"Unclassified","AR33",6
"Unclassified","AR34",5
"Unclassified","AR35",3
"Unclassified","AR36",2
"Unclassified","AR37",3
"Unclassified","AR38",2
"Unclassified","AR39",5
"Unclassified","AR4",5
"Unclassified","AR5",2
"Unclassified","AR6",6
"Unclassified","AR7",6
"Unclassified","AR8",5
"Unclassified","AR9",6
"Unclassified","ASW00",17
"Unclassified","ASW01",17
"Unclassified","ASW02",17
"Unclassified","ASW03",17
"Unclassified","ASW04",17
"Unclassified","ASW05",17
"Unclassified","ASW06",17
"Unclassified","ASW07",17
"Unclassified","ASW08",17
"Unclassified","ASW09",17
"Unclassified","ASW10",17
"Unclassified","ASW11",17
"Unclassified","ASW14",17
"Unclassified","ASW16",17
"Unclassified","ASW17",17
"Unclassified","ASW18",17
"Unclassified","ASW19",17
"Unclassified","ASW20",17
"Unclassified","ASW21",17
"Unclassified","ASW22",17
"Unclassified","ASW23",17
"Unclassified","ASW24",17
"Unclassified","ASW25",17
"Unclassified","ASW26",17
"Unclassified","ASW27",17
"Unclassified","ASW28",17
"Unclassified","ASW29",17
"Unclassified","ASW30",17
"Unclassified","ASW31",17
"Unclassified","ASW32",17
"Unclassified","ASW33",17
"Unclassified","ASW34",17
"Unclassified","ASW35",17
"Unclassified","ASW36",17
"Unclassified","ASW37",17
"Unclassified","ASW38",17
"Unclassified","ASW39",17
"Unclassified","ASW40",17
"Unclassified","AT1",2
"Unclassified","AT10",3
"Unclassified","AT11",5
"Unclassified","AT12",6
"Unclassified","AT13",5
"Unclassified","AT14",6
"Unclassified","AT15",5
"Unclassified","AT16",6
"Unclassified","AT17",4
"Unclassified","AT18",6
"Unclassified","AT19",3
"Unclassified","AT2",5
"Unclassified","AT20",3
"Unclassified","AT21",5
"Unclassified","AT22",6
"Unclassified","AT23",5
"Unclassified","AT24",6
"Unclassified","AT25",5
"Unclassified","AT26",6
"Unclassified","AT27",5
"Unclassified","AT28",6
"Unclassified","AT29",5
"Unclassified","AT3",5
"Unclassified","AT30",6
"Unclassified","AT31",5
"Unclassified","AT32",6
"Unclassified","AT33",5
"Unclassified","AT34",3
"Unclassified","AT35",3
"Unclassified","AT36",5
"Unclassified","AT37",2
"Unclassified","AT38",2
"Unclassified","AT39",2
"Unclassified","AT4",2
"Unclassified","AT5",2
"Unclassified","AT6",5
"Unclassified","AT7",5
"Unclassified","AT8",6
"Unclassified","AT9",5
"Unclassified","ATBH",14
"Unclassified","ATEST0",17
"Unclassified","ATEST1",17
"Unclassified","ATEST3",17
"Unclassified","AU1",5
"Unclassified","AU10",6
"Unclassified","AU11",6
"Unclassified","AU12",6
"Unclassified","AU13",6
"Unclassified","AU14",5
"Unclassified","AU15",4
"Unclassified","AU16",5
"Unclassified","AU17",3
"Unclassified","AU18",3
"Unclassified","AU19",4
"Unclassified","AU2",2
"Unclassified","AU20",5
"Unclassified","AU21",6
"Unclassified","AU22",5
"Unclassified","AU23",6
"Unclassified","AU24",4
"Unclassified","AU25",6
"Unclassified","AU26",6
"Unclassified","AU27",6
"Unclassified","AU28",6
"Unclassified","AU29",6
"Unclassified","AU3",5
"Unclassified","AU30",6
"Unclassified","AU31",6
"Unclassified","AU32",5
"Unclassified","AU33",6
"Unclassified","AU34",5
"Unclassified","AU35",3
"Unclassified","AU36",2
"Unclassified","AU37",2
"Unclassified","AU38",2
"Unclassified","AU39",2
"Unclassified","AU4",2
"Unclassified","AU5",2
"Unclassified","AU6",3
"Unclassified","AU7",6
"Unclassified","AU8",5
"Unclassified","AU9",6
"Unclassified","AUT1",6
"Unclassified","AV1",2
"Unclassified","AV10",6
"Unclassified","AV11",6
"Unclassified","AV12",6
"Unclassified","AV13",6
"Unclassified","AV14",5
"Unclassified","AV15",5
"Unclassified","AV16",5
"Unclassified","AV17",5
"Unclassified","AV18",5
"Unclassified","AV19",5
"Unclassified","AV2",2
"Unclassified","AV20",5
"Unclassified","AV21",5
"Unclassified","AV22",6
"Unclassified","AV23",5
"Unclassified","AV24",6
"Unclassified","AV25",5
"Unclassified","AV26",5
"Unclassified","AV27",6
"Unclassified","AV28",6
"Unclassified","AV29",6
"Unclassified","AV3",5
"Unclassified","AV30",6
"Unclassified","AV31",5
"Unclassified","AV32",6
"Unclassified","AV33",5
"Unclassified","AV34",3
"Unclassified","AV35",3
"Unclassified","AV36",5
"Unclassified","AV37",2
"Unclassified","AV38",2
"Unclassified","AV39",2
"Unclassified","AV4",2
"Unclassified","AV5",5
"Unclassified","AV6",3
"Unclassified","AV7",3
"Unclassified","AV8",3
"Unclassified","AV9",5
"Unclassified","AVDD",3
"Unclassified","AVDD3",17
"Unclassified","AVDDH_PAD",14
"Unclassified","AVSS",17
"Unclassified","AW1",2
"Unclassified","AW10",5
"Unclassified","AW11",5
"Unclassified","AW12",5
"Unclassified","AW13",5
"Unclassified","AW14",3
"Unclassified","AW15",3
"Unclassified","AW16",3
"Unclassified","AW17",3
"Unclassified","AW18",3
"Unclassified","AW19",5
"Unclassified","AW2",2
"Unclassified","AW20",3
"Unclassified","AW21",3
"Unclassified","AW22",3
"Unclassified","AW23",3
"Unclassified","AW24",3
"Unclassified","AW25",3
"Unclassified","AW26",3
"Unclassified","AW27",5
"Unclassified","AW28",5
"Unclassified","AW29",5
"Unclassified","AW3",5
"Unclassified","AW30",5
"Unclassified","AW31",5
"Unclassified","AW32",5
"Unclassified","AW33",4
"Unclassified","AW34",5
"Unclassified","AW35",3
"Unclassified","AW36",2
"Unclassified","AW37",2
"Unclassified","AW38",2
"Unclassified","AW39",2
"Unclassified","AW4",5
"Unclassified","AW5",4
"Unclassified","AW6",4
"Unclassified","AW7",5
"Unclassified","AW8",3
"Unclassified","AW9",3
"Unclassified","AY1",2
"Unclassified","AY10",2
"Unclassified","AY11",2
"Unclassified","AY12",2
"Unclassified","AY13",2
"Unclassified","AY14",2
"Unclassified","AY15",2
"Unclassified","AY16",2
"Unclassified","AY17",2
"Unclassified","AY18",2
"Unclassified","AY19",2
"Unclassified","AY2",5
"Unclassified","AY20",2
"Unclassified","AY21",5
"Unclassified","AY22",2
"Unclassified","AY23",5
"Unclassified","AY24",2
"Unclassified","AY25",2
"Unclassified","AY26",2
"Unclassified","AY27",2
"Unclassified","AY28",2
"Unclassified","AY29",2
"Unclassified","AY3",2
"Unclassified","AY30",5
"Unclassified","AY31",2
"Unclassified","AY32",2
"Unclassified","AY33",2
"Unclassified","AY34",2
"Unclassified","AY35",2
"Unclassified","AY36",2
"Unclassified","AY37",2
"Unclassified","AY38",2
"Unclassified","AY39",2
"Unclassified","AY4",2
"Unclassified","AY5",2
"Unclassified","AY6",5
"Unclassified","AY7",3
"Unclassified","AY8",3
"Unclassified","AY9",5
"Unclassified","A_D+",3
"Unclassified","A_D-",3
"Unclassified","A_GND",3
"Unclassified","A_ID",3
"Unclassified","A_IFC_SENSE",3
"Unclassified","A_RXD",3
"Unclassified","A_TXD",3
"Unclassified","A_USB_BOOT",3
"Unclassified","A_USB_BOOT1",3
"Unclassified","A_VBAT",3
"Unclassified","A_VBUS",3
"Unclassified","B",1
"Unclassified","B1",1
"Unclassified","B1/2/3/4/25/34/39/66",11
"Unclassified","B1/2/3/4/25/34/39/66B4(M)/66(M)_n66(M)",11
"Unclassified","B10",2
"Unclassified","B100B101B102",18
"Unclassified","B100B101B102B103",10
"Unclassified","B11",2
"Unclassified","B110",10
"Unclassified","B11A65",18
"Unclassified","B12",2
"Unclassified","B120B121B122B123B124B110B111B112B113B114B115B116B117B103B104B105B106B107B108B109",18
"Unclassified","B120B121B122B123B124B125B111B112B113B114B115B116B117B118B104B105B106B107B108B109",10
"Unclassified","B126B127B128B129",10
"Unclassified","B13",2
"Unclassified","B13/B14",10
"Unclassified","B130B131B118B119",18
"Unclassified","B130B131B132B119",10
"Unclassified","B14",2
"Unclassified","B140B141B142B143B144B145B146B132B133B134B135B136B137B138B139B125B126B127B128B129",18
"Unclassified","B15",2
"Unclassified","B150B151B152B153",18
"Unclassified","B150B151B152B153B154B140B141B142B143B144B145B146B147B133B134B135B136B137B138B139",10
"Unclassified","B16",5
"Unclassified","B160B147B148B149",18
"Unclassified","B160B161B148B149",10
"Unclassified","B169",18
"Unclassified","B17",2
"Unclassified","B170B171B172B173B174B175B161B162B163B164B165B166B167B168B154B155B156B157B158B159",18
"Unclassified","B170B171B172B173B174B175B176B162B163B164B165B166B167B168B169B155B156B157B158B159",10
"Unclassified","B176B177B178B179",18
"Unclassified","B177B178B179",10
"Unclassified","B18",5
"Unclassified","B180B182",10
"Unclassified","B19",2
"Unclassified","B1B2",15
"Unclassified","B2",1
"Unclassified","B2(M)/25(M)_n2(M)",11
"Unclassified","B20",5
"Unclassified","B20B21B22B23B24B25B26",18
"Unclassified","B20_TRX_N28A",11
"Unclassified","B21",2
"Unclassified","B22",5
"Unclassified","B22-F21",14
"Unclassified","B23",2
"Unclassified","B24",2
"Unclassified","B24AC5",14
"Unclassified","B25",2
"Unclassified","B26",2
"Unclassified","B27",2
"Unclassified","B28",2
"Unclassified","B28A_DPX_TX",12
"Unclassified","B29",2
"Unclassified","B3",1
"Unclassified","B30",5
"Unclassified","B30(M)",11
"Unclassified","B30(M)B4(M)/66(M)_n66(M)",11
"Unclassified","B30B31B32B33",18
"Unclassified","B30B31B32B33B34B20B21B22B23B24B25B26B27",10
"Unclassified","B31",5
"Unclassified","B32",5
"Unclassified","B32/N75_DRX",13
"Unclassified","B32/n75_RX",11
"Unclassified","B33",5
"Unclassified","B34",5
"Unclassified","B35",5
"Unclassified","B36",2
"Unclassified","B37",2
"Unclassified","B38",5
"Unclassified","B39",5
"Unclassified","B4",1
"Unclassified","B4(M)/66(M)_n66(M)",11
"Unclassified","B40B27B28B29",18
"Unclassified","B40B41B28B29",10
"Unclassified","B48(M)_n48(M)/77(M)/78(M)",11
"Unclassified","B48_n48/77/78",11
"Unclassified","B5",1
"Unclassified","B50B51B52B53B54B55B41B42B43B44B45B46B47B48B34B35B36B37B38B39",18
"Unclassified","B50B51B52B53B54B55B56B42B43B44B45B46B47B48B49B35B36B37B38B39",10
"Unclassified","B56B57B58B59",18
"Unclassified","B6",1
"Unclassified","B60B61B62B49",18
"Unclassified","B60B61B62B63",10
"Unclassified","B7",1
"Unclassified","B7(M)/41(M)",11
"Unclassified","B7(M)/41(M)B4(M)/66(M)_n66(M)",11
"Unclassified","B7/30/38/40/41",11
"Unclassified","B7/30/38/40/41_n41",11
"Unclassified","B7/30/38/40/41_n7/41",11
"Unclassified","B70B57B58B59",10
"Unclassified","B8",2
"Unclassified","B80B81B82B83B84B70B71B72B73B74B75B76B77B63B64B65B66B67B68B69",18
"Unclassified","B80B81B82B83B84B85B71B72B73B74B75B76B77B78B64B65B66B67B68B69",10
"Unclassified","B9",2
"Unclassified","B90B91B78B79",18
"Unclassified","B90B91B92B79",10
"Unclassified","B92B93B94B95B96B97B98B99B85B86B87B88B89",18
"Unclassified","B93B94B95B96B97B98B99C10B86B87B88B89",10
"Unclassified","BA1",5
"Unclassified","BA10",2
"Unclassified","BA11",2
"Unclassified","BA12",2
"Unclassified","BA13",2
"Unclassified","BA14",2
"Unclassified","BA15",2
"Unclassified","BA16",2
"Unclassified","BA17",2
"Unclassified","BA18",2
"Unclassified","BA19",2
"Unclassified","BA2",2
"Unclassified","BA20",2
"Unclassified","BA21",5
"Unclassified","BA22",2
"Unclassified","BA23",5
"Unclassified","BA24",2
"Unclassified","BA25",2
"Unclassified","BA26",2
"Unclassified","BA27",2
"Unclassified","BA28",2
"Unclassified","BA29",2
"Unclassified","BA3",5
"Unclassified","BA30",5
"Unclassified","BA31",2
"Unclassified","BA32",2
"Unclassified","BA33",2
"Unclassified","BA34",2
"Unclassified","BA35",2
"Unclassified","BA36",2
"Unclassified","BA37",2
"Unclassified","BA38",2
"Unclassified","BA39",2
"Unclassified","BA4",2
"Unclassified","BA5",5
"Unclassified","BA6",2
"Unclassified","BA7",2
"Unclassified","BA8",5
"Unclassified","BA9",2
"Unclassified","BARO_SCL_1P8",3
"Unclassified","BARO_SCL_1P8SPEN_SCL_1P8SPEN_SDA_1P8",10
"Unclassified","BARO_SDA_1P8",3
"Unclassified","BATN",5
"Unclassified","BATP",5
"Unclassified","BATT",5
"Unclassified","BAT_SN",5
"Unclassified","BAT_SP",5
"Unclassified","BB1",5
"Unclassified","BB10",2
"Unclassified","BB11",4
"Unclassified","BB12",2
"Unclassified","BB13",2
"Unclassified","BB14",2
"Unclassified","BB15",2
"Unclassified","BB16",2
"Unclassified","BB17",2
"Unclassified","BB18",2
"Unclassified","BB19",2
"Unclassified","BB2",2
"Unclassified","BB20",5
"Unclassified","BB21",2
"Unclassified","BB22",5
"Unclassified","BB23",2
"Unclassified","BB24",2
"Unclassified","BB25",2
"Unclassified","BB26",2
"Unclassified","BB27",2
"Unclassified","BB28",2
"Unclassified","BB29",4
"Unclassified","BB3",2
"Unclassified","BB30",5
"Unclassified","BB31",2
"Unclassified","BB32",2
"Unclassified","BB33",2
"Unclassified","BB34",2
"Unclassified","BB35",2
"Unclassified","BB36",2
"Unclassified","BB37",2
"Unclassified","BB38",2
"Unclassified","BB39",5
"Unclassified","BB4",5
"Unclassified","BB5",4
"Unclassified","BB6",2
"Unclassified","BB7",2
"Unclassified","BB8",2
"Unclassified","BB9",5
"Unclassified","BBEN",8
"Unclassified","BC0/10_B5/8/12/13/14/18/19/20/26/28A/28B/71_n5/12/71",11
"Unclassified","BC0/10_G850/900_B5/8/12/13/14/18/19/20/26/28A/28B/29/71",11
"Unclassified","BC1",5
"Unclassified","BC10",5
"Unclassified","BC11",5
"Unclassified","BC12",5
"Unclassified","BC13",2
"Unclassified","BC14",5
"Unclassified","BC15",2
"Unclassified","BC16",5
"Unclassified","BC17",2
"Unclassified","BC18",5
"Unclassified","BC19",5
"Unclassified","BC1_B1/2/3/4/25/34/39/66_n1/2/3/25/66",11
"Unclassified","BC1_G1800/1900",11
"Unclassified","BC2",2
"Unclassified","BC20",5
"Unclassified","BC21",2
"Unclassified","BC22",5
"Unclassified","BC23",2
"Unclassified","BC24",5
"Unclassified","BC25",2
"Unclassified","BC26",5
"Unclassified","BC27",5
"Unclassified","BC28",5
"Unclassified","BC29",5
"Unclassified","BC3",5
"Unclassified","BC30",5
"Unclassified","BC31",5
"Unclassified","BC32",5
"Unclassified","BC33",5
"Unclassified","BC34",2
"Unclassified","BC35",2
"Unclassified","BC36",2
"Unclassified","BC37",2
"Unclassified","BC38",2
"Unclassified","BC39",5
"Unclassified","BC4",2
"Unclassified","BC5",4
"Unclassified","BC6",2
"Unclassified","BC7",5
"Unclassified","BC8",5
"Unclassified","BC9",5
"Unclassified","BD1",4
"Unclassified","BD10",5
"Unclassified","BD11",4
"Unclassified","BD12",4
"Unclassified","BD13",5
"Unclassified","BD14",2
"Unclassified","BD15",5
"Unclassified","BD16",4
"Unclassified","BD17",5
"Unclassified","BD18",4
"Unclassified","BD19",4
"Unclassified","BD2",5
"Unclassified","BD20",4
"Unclassified","BD21",5
"Unclassified","BD22",4
"Unclassified","BD23",5
"Unclassified","BD24",4
"Unclassified","BD25",5
"Unclassified","BD26",4
"Unclassified","BD27",4
"Unclassified","BD28",5
"Unclassified","BD29",2
"Unclassified","BD3",5
"Unclassified","BD30",5
"Unclassified","BD31",4
"Unclassified","BD32",4
"Unclassified","BD33",4
"Unclassified","BD34",5
"Unclassified","BD35",2
"Unclassified","BD36",2
"Unclassified","BD37",5
"Unclassified","BD38",5
"Unclassified","BD39",4
"Unclassified","BD4",2
"Unclassified","BD5",2
"Unclassified","BD6",5
"Unclassified","BD7",4
"Unclassified","BD8",4
"Unclassified","BD9",4
"Unclassified","BE",17
"Unclassified","BIXBY_POWER",1
"Unclassified","BOSS HOLE",9
"Unclassified","BOTHHOLE17000",17
"Unclassified","BOTHHOLE17001",17
"Unclassified","BOTHHOLE17002",17
"Unclassified","BOTHHOLE17003",17
"Unclassified","BOTHHOLE17004",17
"Unclassified","BOTHHOLE17005",17
"Unclassified","BOTHHOLE17006",17
"Unclassified","BOTHHOLE17007",17
"Unclassified","BOTHHOLE17008",17
"Unclassified","BOTHHOLE17009",17
"Unclassified","BOTHHOLE9000",9
"Unclassified","BOTHHOLE9001",9
"Unclassified","BOTHHOLE9002",9
"Unclassified","BOTHHOLE9003",9
"Unclassified","BOTHHOLE9004",10
"Unclassified","BOTHHOLE9005",9
"Unclassified","BOTHHOLE9006",10
"Unclassified","BOTHHOLE9008BOTHHOLE9007",10
"Unclassified","BST",6
"Unclassified","BST1",15
"Unclassified","BST2",15
"Unclassified","BST_A",5
"Unclassified","BST_B",5
"Unclassified","BT",14
"Unclassified","BT/WiFi, UWB",1
"Unclassified","BTEN",14
"Unclassified","BTP_INT_N",3
"Unclassified","BTP_SPI_CLK",3
"Unclassified","BTP_SPI_CS_N",3
"Unclassified","BTP_SPI_MISO",3
"Unclassified","BTP_SPI_MOSI",3
"Unclassified","BTP_SPI_MOSIBTP_SPI_CS_NBTP_INT_N",18
"Unclassified","BT_ANA_TST_IN",14
"Unclassified","BT_ANA_TST_IP",14
"Unclassified","BT_ANA_TST_QN",14
"Unclassified","BT_ANA_TST_QP",14
"Unclassified","BT_EN",3
"Unclassified","BT_ENWLAN_EN",18
"Unclassified","BT_EN_2G_CH0",15
"Unclassified","BT_EN_2G_CH1",15
"Unclassified","BT_RFPDET",14
"Unclassified","BT_RFRX0",14
"Unclassified","BT_RFTX0",14
"Unclassified","BT_RFTX1",14
"Unclassified","BT_RFTX_CH0",15
"Unclassified","BT_RFTX_CH1",15
"Unclassified","BT_UART_CTS",3
"Unclassified","BT_UART_RTS",3
"Unclassified","BT_UART_RXD",3
"Unclassified","BT_UART_RXDBT_UART_RTSWPC_ENQLINK2_L1_MQLINK2_L2_MQLINK2_L1_PQLINK2_L0_M",10
"Unclassified","BT_UART_TXD",3
"Unclassified","BUCK1EN",8
"Unclassified","BUCK2EN",8
"Unclassified","BYP",6
"Unclassified","B_D+",3
"Unclassified","B_D-",3
"Unclassified","B_GND",3
"Unclassified","B_ID",3
"Unclassified","B_IFC_SENSE",3
"Unclassified","B_RXD",3
"Unclassified","B_TXD",3
"Unclassified","B_USB_BOOT",3
"Unclassified","B_USB_BOOT1",3
"Unclassified","B_VBAT",3
"Unclassified","B_VBUS",3
"Unclassified","Barometer SENSOR",15
"Unclassified","Battery Connector",15
"Unclassified","D",1
"Unclassified","D+",1
"Unclassified","D-",1
"Unclassified","D1",1
"Unclassified","D10",2
"Unclassified","D100",10
"Unclassified","D102",10
"Unclassified","D103",10
"Unclassified","D104",10
"Unclassified","D105",10
"Unclassified","D106",10
"Unclassified","D107",10
"Unclassified","D108",10
"Unclassified","D109",10
"Unclassified","D11",2
"Unclassified","D110",10
"Unclassified","D111",10
"Unclassified","D112",10
"Unclassified","D113",10
"Unclassified","D114",10
"Unclassified","D115",10
"Unclassified","D116",10
"Unclassified","D117",10
"Unclassified","D118",10
"Unclassified","D119",10
"Unclassified","D12",2
"Unclassified","D120",10
"Unclassified","D121",10
"Unclassified","D122",10
"Unclassified","D123",10
"Unclassified","D124",10
"Unclassified","D125",10
"Unclassified","D126",10
"Unclassified","D127",10
"Unclassified","D128",10
"Unclassified","D129",10
"Unclassified","D13",2
"Unclassified","D130",10
"Unclassified","D131",10
"Unclassified","D132",10
"Unclassified","D133",10
"Unclassified","D14",2
"Unclassified","D14100",15
"Unclassified","D15",2
"Unclassified","D16",2
"Unclassified","D16D18",14
"Unclassified","D17",2
"Unclassified","D18",5
"Unclassified","D18-D14-E15-B6-D4-E5-D16-D6",14
"Unclassified","D19",2
"Unclassified","D2",1
"Unclassified","D20",2
"Unclassified","D21",2
"Unclassified","D22",2
"Unclassified","D23",5
"Unclassified","D24",2
"Unclassified","D25",2
"Unclassified","D26",2
"Unclassified","D27",2
"Unclassified","D28",2
"Unclassified","D29",2
"Unclassified","D2D3",2
"Unclassified","D3",1
"Unclassified","D30",2
"Unclassified","D31",5
"Unclassified","D32",5
"Unclassified","D33",5
"Unclassified","D34",5
"Unclassified","D35",5
"Unclassified","D36",2
"Unclassified","D37",2
"Unclassified","D38",5
"Unclassified","D39",5
"Unclassified","D4",1
"Unclassified","D40",10
"Unclassified","D41",10
"Unclassified","D42",10
"Unclassified","D43",10
"Unclassified","D44",10
"Unclassified","D45",10
"Unclassified","D46",10
"Unclassified","D47",10
"Unclassified","D48",10
"Unclassified","D49",10
"Unclassified","D4D6",14
"Unclassified","D5",1
"Unclassified","D50",10
"Unclassified","D51",10
"Unclassified","D52",10
"Unclassified","D5200",3
"Unclassified","D5201",5
"Unclassified","D5202",3
"Unclassified","D5203",6
"Unclassified","D53",10
"Unclassified","D54",10
"Unclassified","D55",10
"Unclassified","D56",10
"Unclassified","D57",10
"Unclassified","D58",10
"Unclassified","D59",10
"Unclassified","D6",1
"Unclassified","D60",10
"Unclassified","D61",10
"Unclassified","D62",10
"Unclassified","D63",10
"Unclassified","D64",10
"Unclassified","D65",10
"Unclassified","D66",10
"Unclassified","D67",10
"Unclassified","D68",10
"Unclassified","D69",10
"Unclassified","D7",1
"Unclassified","D70",10
"Unclassified","D71",10
"Unclassified","D72",10
"Unclassified","D73",10
"Unclassified","D74",10
"Unclassified","D75",10
"Unclassified","D76",10
"Unclassified","D77",10
"Unclassified","D78",10
"Unclassified","D79",10
"Unclassified","D8",2
"Unclassified","D8-F10-D2",14
"Unclassified","D80",10
"Unclassified","D81",10
"Unclassified","D82",10
"Unclassified","D83",10
"Unclassified","D84",10
"Unclassified","D85",10
"Unclassified","D86",10
"Unclassified","D87",10
"Unclassified","D89",10
"Unclassified","D8J27",14
"Unclassified","D9",5
"Unclassified","D90",10
"Unclassified","D91",10
"Unclassified","D92",10
"Unclassified","D94",10
"Unclassified","D95",10
"Unclassified","D96",10
"Unclassified","D97",10
"Unclassified","D98",10
"Unclassified","D99",10
"Unclassified","DATA",16
"Unclassified","DEBUG_CLK",15
"Unclassified","DEM",15
"Unclassified","DETBATB",6
"Unclassified","DGND",2
"Unclassified","DIRECT_IF_PMIC_SCL_1P8",3
"Unclassified","DIRECT_IF_PMIC_SDA_1P8",3
"Unclassified","DIS",4
"Unclassified","DISQBAT",6
"Unclassified","DM",4
"Unclassified","DM1_R00_M_RF_220511_START",15
"Unclassified","DM3_M_RF",17
"Unclassified","DM_C",4
"Unclassified","DM_JMH",12
"Unclassified","DM_MH",12
"Unclassified","DM_NA",12
"Unclassified","DM_UN",12
"Unclassified","DM_USB_BT",14
"Unclassified","DN",2
"Unclassified","DN1",6
"Unclassified","DNC",4
"Unclassified","DO NOT DISCLOSE TO OR DUPLICATE FOR OTHERS",1
"Unclassified","DOC CTRL CHK:",1
"Unclassified","DP2",6
"Unclassified","DP_USB_BT",14
"Unclassified","DRX1_TR_IN_JMH",13
"Unclassified","DRX1_TR_IN_L",13
"Unclassified","DRX1_TR_IN_MH",13
"Unclassified","DRX1_TR_IN_M_JMH",13
"Unclassified","DRX1_TR_IN_M_MH",13
"Unclassified","DRX1_TR_IN_M_UN",13
"Unclassified","DRX1_TR_IN_M_UNSDR1_RFFE5_CLK",11
"Unclassified","DRX1_TR_IN_UN",11
"Unclassified","DRX2_TR_IN_JMH",13
"Unclassified","DRX2_TR_IN_L",13
"Unclassified","DRX2_TR_IN_LMH",13
"Unclassified","DRX2_TR_IN_MH",13
"Unclassified","DRX2_TR_IN_M_JMH",13
"Unclassified","DRX2_TR_IN_M_MH",13
"Unclassified","DRX_ANT",11
"Unclassified","DRX_ANT1_HB_MIMO",13
"Unclassified","DRX_ANT1_LB",13
"Unclassified","DRX_ANT3_n77_78",11
"Unclassified","DRX_ANT3_n77_78_79",11
"Unclassified","DRX_ANT4_L5",13
"Unclassified","DRX_ANT4_MB_MIMO",13
"Unclassified","DRX_ANT4_n77_78",11
"Unclassified","DRX_ANT6_MHB",13
"Unclassified","DRX_LB",11
"Unclassified","DRX_MHB_2",11
"Unclassified","DRX_SW_M_MH",13
"Unclassified","DVDD3",17
"Unclassified","DVSS",17
"Unclassified","D_JMH",12
"Unclassified","D_L",12
"Unclassified","D_LMH",12
"Unclassified","D_MH",12
"Unclassified","D_NA",12
"Unclassified","D_UN",12
"Unclassified","Date Changed:",1
"Unclassified","Date Changed:Page:",6
"Unclassified","Date Changed:QA CHK:",16
"Unclassified","Date Changed:Time Changed:",9
"Unclassified","Design",17
"Unclassified","Do not bind with pin 22",11
"Unclassified","Don't connect GND",11
"Unclassified","Drawing Number:",1
"Unclassified","Drawing Number:Changed by:",8
"Unclassified","Drawing Number:Page:",9
"Unclassified","Drawn by:",1
"Unclassified","E",1
"Unclassified","E1",1
"Unclassified","E10",2
"Unclassified","E100",10
"Unclassified","E101",10
"Unclassified","E102",10
"Unclassified","E103",10
"Unclassified","E104",10
"Unclassified","E105",10
"Unclassified","E106",10
"Unclassified","E107",10
"Unclassified","E11",2
"Unclassified","E12",2
"Unclassified","E13",2
"Unclassified","E14",2
"Unclassified","E15",2
"Unclassified","E16",2
"Unclassified","E17",2
"Unclassified","E18",5
"Unclassified","E19",2
"Unclassified","E2",1
"Unclassified","E20",2
"Unclassified","E21",2
"Unclassified","E22",2
"Unclassified","E23",5
"Unclassified","E24",2
"Unclassified","E25",2
"Unclassified","E26",2
"Unclassified","E27",5
"Unclassified","E28",5
"Unclassified","E29",4
"Unclassified","E3",1
"Unclassified","E30",5
"Unclassified","E31",5
"Unclassified","E32",5
"Unclassified","E33",5
"Unclassified","E34",2
"Unclassified","E35",2
"Unclassified","E36",5
"Unclassified","E37",5
"Unclassified","E38",2
"Unclassified","E39",2
"Unclassified","E4",1
"Unclassified","E40",10
"Unclassified","E41",10
"Unclassified","E42",10
"Unclassified","E44",10
"Unclassified","E45",10
"Unclassified","E46",10
"Unclassified","E48",10
"Unclassified","E49",10
"Unclassified","E5",1
"Unclassified","E50",10
"Unclassified","E52",10
"Unclassified","E53",10
"Unclassified","E54",10
"Unclassified","E56",10
"Unclassified","E57",10
"Unclassified","E58",10
"Unclassified","E6",1
"Unclassified","E60",10
"Unclassified","E61",10
"Unclassified","E62",10
"Unclassified","E64",10
"Unclassified","E65",10
"Unclassified","E66",10
"Unclassified","E68",10
"Unclassified","E69",10
"Unclassified","E7",1
"Unclassified","E7, B6",11
"Unclassified","E70",10
"Unclassified","E71",10
"Unclassified","E72",10
"Unclassified","E73",10
"Unclassified","E74",10
"Unclassified","E75",10
"Unclassified","E76",10
"Unclassified","E77",10
"Unclassified","E78",10
"Unclassified","E79",10
"Unclassified","E7E9",14
"Unclassified","E8",2
"Unclassified","E80",10
"Unclassified","E81",10
"Unclassified","E82",10
"Unclassified","E83",10
"Unclassified","E84",10
"Unclassified","E85",10
"Unclassified","E86",10
"Unclassified","E87",10
